;Model;co2
35384;V70 FWD;444.35
35385;Sentra;296.23
35386;Sonoma 2WD;555.44
35387;Silverado 1500 2WD;592.47
35388;Dakota Pickup 2WD;555.44
35389;Dakota Pickup 2WD;592.47
35390;Ram 1500 Pickup 2WD;592.47
35391;Ram 1500 Pickup 2WD;740.58
35392;F150 Pickup 2WD;522.76
35393;F150 Pickup 2WD;740.58
35394;F150 Pickup 2WD;592.47
35395;Ranger Pickup 2WD;386.39
35396;B2300 2WD;444.35
35397;Frontier 2WD;467.74
35398;Frontier V6 2WD;592.47
35399;Silverado 1500 4WD;634.79
35400;S10 Pickup 4WD;592.47
35401;Dakota Pickup 4WD;634.79
35402;Dakota Pickup 4WD;634.79
35403;Ram 1500 Pickup 4WD;634.79
35404;Charger;329.15
35405;F150 Pickup 4WD;634.79
35406;F150 Pickup 4WD;634.79
35407;Ranger Pickup 4WD;592.47
35408;B3000 4WD;555.44
35409;B4000 4WD;592.47
35410;Frontier V6 4WD;592.47
35411;Frontier V6 4WD;555.44
35412;Tacoma 4WD;493.72
35413;Tundra 4WD;634.79
35414;Van 1500/2500 2WD;592.47
35415;Van 1500/2500 2WD;634.79
35416;Ram Van 1500 2WD;634.79
35417;E150 Econoline 2WD;634.79
35418;E250 Econoline 2WD;683.62
35419;Safari AWD (cargo);592.47
35420;Ram Wagon 2500 2WD;740.58
35421;E150 Club Wagon;683.62
35422;Savana 1500/2500 2WD (Passenger);592.47
35423;Town and Country/Voyager/Grand Voy. 2WD;493.72
35424;Odyssey;467.74
35425;Quest;522.76
35426;Silhouette 2WD;444.35
35427;Tracker 2WD Hardtop;403.95
35428;Durango 2WD;592.47
35429;Explorer 2WD;555.44
35430;Explorer Sport 2WD;522.76
35431;Envoy XL 2WD;555.44
35432;Passport 2WD;522.76
35433;Passport 2WD;522.76
35434;Santa Fe 2WD;467.74
35435;Rodeo 2WD;522.76
35436;Rodeo 2WD;522.76
35437;Rodeo 2WD;493.72
35438;Grand Cherokee 2WD;592.47
35439;Sportage 2WD;493.72
35440;Mountaineer 2WD;592.47
35441;Pathfinder 2WD;555.44
35442;Xterra 2WD;467.74
35443;Xterra V6 2WD;592.47
35444;Daytona;370.29
35445;Aztek FWD;444.35
35446;Grand Vitara XL7;522.76
35447;Vitara 2Door;423.19
35448;4Runner 2WD;555.44
35449;RAV4 2WD;386.39
35450;RAV4 2WD;370.29
35451;X5;555.44
35452;X5 4.6is;683.62
35453;Avalanche 1500 4WD;683.62
35454;600 Convertible;423.19
35455;Tahoe 1500 4WD;634.79
35456;600 Convertible;423.19
35457;Tracker ZR2 4WD Convertible;423.19
35458;Laser;370.29
35459;Explorer Sport 4WD;592.47
35460;Explorer Sport 4WD;592.47
35461;Envoy XL 4WD;592.47
35462;Yukon Denali 1500 AWD;740.58
35463;Santa Fe 4WD;493.72
35464;QX4 4WD;592.47
35465;Rodeo 4WD;555.44
35466;Rodeo 4WD;522.76
35467;Trooper 4WD;592.47
35468;Grand Cherokee 4WD;592.47
35469;Wrangler 4WD;522.76
35470;Wrangler 4WD;634.79
35471;Mustang;444.35
35472;Navigator 4WD;740.58
35473;Xterra V6 4WD;592.47
35474;Xterra V6 4WD;555.44
35475;Mustang;493.72
35476;Forester AWD;423.19
35477;Mustang;493.72
35478;Accord;386.39
35479;Sequoia 4WD;634.79
35480;Ram Van 2500 2WD CNG;540.77
35481;Sonoma 2WD (FFV);467.74
35482;Sonoma 2WD (FFV);403.95
35483;Caravan/Grand Caravan 2WD;493.72
35484;Tahoe 1500 2WD;634.79
35485;Yukon XL 1500 2WD;634.79
35486;Suburban 1500 4WD;634.79
35487;Accord;370.29
35488;Explorer 4WD FFV;555.44
35489;Taurus;423.19
35490;Explorer 2WD FFV;555.44
35491;Ranger 2WD FFV;522.76
35492;NSX;493.72
35493;TT Roadster quattro;423.19
35494;Z4 Roadster;423.19
35495;Tredia;386.39
35496;Civic;341.81
35497;Z4 Roadster;423.19
35498;Corvette;444.35
35499;Enzo Ferrari;1110.88
35500;S2000;444.35
35501;L-147 Murcielago;888.7
35502;L-147 Murcielago;888.7
35503;Civic;329.15
35504;MX-5 Miata;403.95
35505;SLK320;493.72
35506;DB-7 Vantage Coupe;740.58
35507;M3 Convertible;522.76
35508;SC 300/SC 430;493.72
35509;Carrera 2 Cabriolet;467.74
35510;Carrera 2 Cabriolet;467.74
35511;Carrera 2 Cabriolet Kit;467.74
35512;Carrera 2 Cabriolet Kit;467.74
35513;Carrera 2 Coupe Kit;467.74
35514;Carrera 2 Coupe Kit;467.74
35515;Prelude;370.29
35516;Targa;467.74
35517;A4 Cabriolet;423.19
35518;325ci;423.19
35519;325ci;423.19
35520;330ci;444.35
35521;456 MGT/MGA;807.91
35522;Escort ZX2;355.48
35523;Mustang;423.19
35524;Mustang;493.72
35525;Tiburon;386.39
35526;Tiburon;444.35
35527;XK8;467.74
35528;Eclipse;423.19
35529;Eclipse;423.19
35530;Eclipse;423.19
35531;Eclipse;423.19
35532;9-3 Convertible;386.39
35533;Camry Solara Convertible;467.74
35534;New Beetle;267.89
35535;A4 quattro;467.74
35536;540i;522.76
35537;Cavalier;355.48
35538;Sebring;423.19
35539;Focus;444.35
35540;Focus;386.39
35541;Civic;277.72
35542;XJ6;592.47
35543;Civic;261.38
35544;Civic Hybrid;216.76
35545;Elantra;355.48
35546;G35;444.35
35547;G35;467.74
35548;Rio;341.81
35549;C230 Kompressor;386.39
35550;C230 Kompressor;370.29
35551;C240;493.72
35552;CL500;555.44
35553;Lancer;341.81
35554;Alero;355.48
35555;Grand Am;355.48
35556;Grand Am;423.19
35557;Ion;370.29
35558;Aerio;355.48
35559;Aerio;355.48
35560;Camry Solara;370.29
35561;Corolla;286.68
35562;Echo;286.68
35563;Golf;267.89
35564;Jetta;308.48
35565;190;467.74
35566;S60 FWD;403.95
35567;A6 quattro;467.74
35568;Regal;467.74
35569;Regal;444.35
35570;Stratus 4 Door;403.95
35571;Sonata;386.39
35572;Sonata;444.35
35573;XG350;493.72
35574;Super V8;555.44
35575;Mirage;329.15
35576;LS;493.72
35577;Sable;423.19
35578;E500;522.76
35579;Mirage;269.3
35580;Grand Prix;423.19
35581;L300;423.19
35582;Passat;403.95
35583;DeVille;467.74
35584;Funeral Coach / Hearse;634.79
35585;Starion;467.74
35586;Impala;403.95
35587;Q45;493.72
35588;Grand Marquis;493.72
35589;Tredia;403.95
35590;S600;634.79
35591;A4 Avant quattro;423.19
35592;C320 (Wagon);444.35
35593;Colt;329.15
35594;Impreza Wagon/Outback SPT AWD;444.35
35595;Impreza Wagon/Outback SPT AWD;423.19
35596;Aerio SX;355.48
35597;Matrix;329.15
35598;Matrix;355.48
35599;Matrix;317.39
35600;Matrix;370.29
35601;Jetta Wagon;261.03
35602;A6 Avant quattro;467.74
35603;Focus Station Wagon;341.81
35604;Colt;286.68
35605;Taurus Wagon;467.74
35606;Sable Wagon;467.74
35607;Sable Wagon;467.74
35608;E320 4Matic (Wagon);444.35
35609;Legacy/Outback Wagon AWD;467.74
35610;Passat Wagon;386.39
35611;Passat Wagon;444.35
35612;S10 Pickup 2WD;467.74
35613;S10 Pickup 2WD;493.72
35614;Sonoma 2WD;522.76
35615;Silverado 1500 2WD;592.47
35616;Turismo;296.23
35617;Turismo;329.15
35618;Ram 1500 Pickup 2WD;634.79
35619;Explorer Sport Trac 2WD;555.44
35620;F150 Pickup 2WD;592.47
35621;Ranger Pickup 2WD;403.95
35622;Sierra 1500 2WD;555.44
35623;Sierra 1500 2WD;592.47
35624;Frontier 2WD;467.74
35625;Frontier V6 2WD;555.44
35626;Tundra 2WD;555.44
35627;Colt;403.95
35628;Tundra 2WD;555.44
35629;Tundra 2WD;592.47
35630;Silverado 1500 4WD;634.79
35631;Ram 1500 Pickup 4WD;683.62
35632;F150 Pickup 4WD;592.47
35633;Ranger Pickup 4WD;555.44
35634;Sierra 1500 4WD;592.47
35635;Sierra 1500 4WD;634.79
35636;Sierra 1500 4WD;634.79
35637;Tacoma 4WD;522.76
35638;Tundra 4WD;555.44
35639;Astro AWD (cargo);592.47
35640;Van 1500/2500 AWD;634.79
35641;E150 Econoline 2WD;683.62
35642;E250 Econoline 2WD;634.79
35643;E250 Econoline 2WD;634.79
35644;Savana 15/25 2WD Conversion (cargo);592.47
35645;Savana 1500/2500 AWD (cargo);634.79
35646;Safari 2WD (cargo);522.76
35647;Astro 2WD (passenger);555.44
35648;Express 1500/2500 2WD;592.47
35649;E150 Club Wagon;634.79
35650;Safari 2WD (Passenger);555.44
35651;Safari AWD (Passenger);634.79
35652;500SL;634.79
35653;Rogue AWD;287.0
35654;Explorer RWD;370.0
35655;Expedition 4WD;494.0
35656;Explorer Timberline AWD;445.0
35657;Explorer FFV AWD;444.0
35658;Armada 4WD;592.0
35659;AMG SL55 4matic Plus;562.0
35660;Q3;361.0
35661;Explorer AWD;451.0
35662;AMG G 63 4x4 Squared;817.0
35663;F-Type R AWD Coupe;481.0
35664;Cooper Convertible;283.0
35665;John Cooper Works Convertible;316.0
35666;M850i xDrive Convertible;457.0
35667;Cooper S Hardtop 2 door;280.0
35668;John Cooper Works Hardtop 2 door;299.0
35669;840i Gran Coupe;374.0
35670;M850i xDrive Gran Coupe;457.0
35671;Civic 5Dr;269.0
35672;Mustang Mach-E GT;0.0
35673;Mustang Mach-E RWD;0.0
35674;Silver Spur Limousine;987.44
35675;M440i xDrive Coupe;347.0
35676;Encore GX FWD;297.0
35677;X6 xDrive40i;359.0
35678;X6 M60i xDrive;458.0
35679;X6 M Competition;589.0
35680;X7 xDrive40i;392.0
35681;9000;423.19
35682;Canyon 2WD;446.0
35683;Colorado 4WD;467.0
35684;1500 2WD;514.0
35685;M3 CS Sedan;491.0
35686;Cooper S Clubman;307.0
35687;Cooper S Clubman All4;332.0
35688;GT-R;493.0
35689;MDX FWD;411.0
35690;Terrain FWD;342.0
35691;Atlas;393.0
35692;MDX AWD;423.0
35693;GLE350 4matic;384.0
35694;MDX AWD Type-S;474.0
35695;CX-90 4WD;358.0
35696;GLE450 4matic;406.0
35697;Cavalier Wagon;355.48
35698;Granturismo Modena;412.0
35699;i4 eDrive35 Gran Coupe (19 inch Wheels);0.0
35700;Ioniq 6 Long range AWD (20 inch Wheels);0.0
35701;Tracer Wagon;370.29
35702;Firenza Cruiser;355.48
35703;Firenza Cruiser;355.48
35704;Sunbird Wagon;355.48
35705;Wagon 4WD Turbo;444.35
35706;Corolla All-Trac Wagon;403.95
35707;Diplomat;740.58
35708;Quantum Wagon;467.74
35709;Cxestate;522.76
35710;Aries Wagon;403.95
35711;Taurus Wagon V6 A/C;493.72
35712;6000 Wagon;444.35
35713;240 DL/240 GL Wagon;467.74
35714;740/760 Wagon;444.35
35715;Safari Wagon;493.72
35716;S10 Pickup 2WD;493.72
35717;S10 Pickup 2WD;467.74
35718;S10 Pickup 2WD;493.72
35719;Truck 2WD;522.76
35720;Ranger Pickup 2WD;493.72
35721;Pickup 2WD;444.35
35722;Pickup 2WD;467.74
35723;Truck 2WD;467.74
35724;B2200/B2600;493.72
35725;Truck 2WD;444.35
35726;Courier Pickup 4WD;522.76
35727;B2600 4x4;555.44
35728;C10 Pickup 2WD;555.44
35729;C10 Pickup 2WD;522.76
35730;C20 Pickup 2WD;592.47
35731;C20 Pickup 2WD;522.76
35732;C20 Pickup 2WD;634.79
35733;C20 Pickup 2WD;592.47
35734;C20 Pickup 2WD;683.62
35735;C20 Pickup 2WD;535.79
35736;Dakota Pickup 2WD;403.95
35737;Dakota Pickup 2WD;555.44
35738;D100/D150 Pickup 2WD;740.58
35739;D250 Pickup 2WD;740.58
35740;D250 Pickup 2WD;634.79
35741;D250 Pickup 2WD;807.91
35742;F150 Pickup 2WD;634.79
35743;Marquis;444.35
35744;F250 Pickup 2WD;592.47
35745;F250 Pickup 2WD;634.79
35746;F250 Pickup 2WD;634.79
35747;F250 Pickup 2WD;634.79
35748;C15 Pickup 2WD;535.79
35749;C25 Pickup 2WD;522.76
35750;Saloon/Vantage/Volante;1110.88
35751;C25 Pickup 2WD;592.47
35752;C25 Pickup 2WD;592.47
35753;C25 Pickup 2WD;634.79
35754;1-Ton Truck 2WD;444.35
35755;K10 Pickup 4WD;555.44
35756;K20 Pickup 4WD;555.44
35757;K20 Pickup 4WD;740.58
35758;K20 Pickup 4WD;683.62
35759;W100/W150 Pickup 4WD;740.58
35760;W100/W150 Pickup 4WD;807.91
35761;Cutlass Ciera;467.74
35762;F150 Pickup 4WD;634.79
35763;F150 Pickup 4WD;592.47
35764;F150 Pickup 4WD;634.79
35765;K15 Pickup 4WD;634.79
35766;K25 Pickup 4WD;592.47
35767;K25 Pickup 4WD;555.44
35768;T15 (S15) Pickup 4WD;493.72
35769;T15 (S15) Pickup 4WD;522.76
35770;Comanche 4WD;493.72
35771;Cutlass Supreme;493.72
35772;Comanche 4WD;555.44
35773;Comanche 4WD;493.72
35774;J-20 Pickup Truck 4WD;807.91
35775;G10/20 Van 2WD;634.79
35776;G10/20 Van 2WD;592.47
35777;G10/20 Van 2WD;634.79
35778;G10/20 Van 2WD;592.47
35779;B150/B250 Van 2WD;634.79
35780;B150/B250 Van 2WD;634.79
35781;B350 Van 2WD;740.58
35782;E150 Econoline 2WD;634.79
35783;E150 Econoline 2WD;807.91
35784;G15/25 Vandura 2WD;592.47
35785;G15/25 Vandura 2WD;535.79
35786;G10/20 Sport Van 2WD;565.56
35787;B150/B250 Wagon 2WD;592.47
35788;E150 Club Wagon;683.62
35789;G15/25 Rally 2WD;592.47
35790;G15/25 Rally 2WD;683.62
35791;Safari 2WD (passenger);493.72
35792;Van 4WD (passenger);493.72
35793;Vanagon Syncro 4WD;634.79
35794;Vanagon/Camper 2WD;555.44
35795;Town and Country;493.72
35796;AD100/AD150 Ramcharger 2WD;634.79
35797;Caravan/Grand Caravan/Ram Van 2WD;467.74
35798;Caravan/Grand Caravan/Ram Van 2WD;423.19
35799;Bronco II 2WD;522.76
35800;R15 Suburban 2WD;598.82
35801;S15 Jimmy 2WD;444.35
35802;S15 Jimmy 2WD;403.95
35803;S15 Jimmy 2WD;493.72
35804;Cherokee 2WD;493.72
35805;Voyager/Grand Voyager 2WD;423.19
35806;T10 (S10) Blazer 4WD;522.76
35807;Bonneville;522.76
35808;V10 Suburban 4WD;807.91
35809;AW100/AW150 Ramcharger 4WD;740.58
35810;Colt Vista 4WD;423.19
35811;Raider;555.44
35812;Bronco II 4WD;522.76
35813;Bronco 4WD;592.47
35814;Bronco 4WD;740.58
35815;T15 (S15) Jimmy 4WD;522.76
35816;T15 (S15) Jimmy 4WD;522.76
35817;Trooper;592.47
35818;Grand Wagoneer 4WD;807.91
35819;Wrangler 4WD;634.79
35820;Range Rover;683.62
35821;Wagon 4WD;423.19
35822;4Runner 4WD;467.74
35823;Dakota Cab Chassis 2WD;592.47
35824;Corvette;493.72
35825;Corvette Convertible;493.72
35826;TC By;467.74
35827;TC By;522.76
35828;Civic CRX HF;201.98
35829;Silver Spirit/Spur/Mulsanne;987.44
35830;RX-7;493.72
35831;222E;592.47
35832;928 S4;592.47
35833;944;467.74
35834;740/760;403.95
35835;80/90;444.35
35836;M6;740.58
35837;Camaro;493.72
35838;Camaro;493.72
35839;Camaro;493.72
35840;Cavalier Convertible;444.35
35841;Conquest;493.72
35842;740/760;493.72
35843;Pulsar NX;386.39
35844;Electra/Park Avenue;467.74
35845;Pulsar NX;403.95
35846;Sentra Coupe;355.48
35847;Colt;341.81
35848;Shadow Convertible;386.39
35849;Electra/Park Avenue;442.61
35850;Festiva;329.15
35851;Mustang;493.72
35852;Spectrum;317.39
35853;Spectrum;269.3
35854;Civic;341.81
35855;Prelude;444.35
35856;Impulse;444.35
35857;XJS Coupe;683.62
35858;190D 2.5;377.04
35859;190E 2.6;467.74
35860;Sundance Convertible;370.29
35861;Firebird/Trans Am;493.72
35862;Fleetwood/DeVille (FWD);442.61
35863;Sunbird Convertible;403.95
35864;Sunbird Convertible;423.19
35865;Sunbird Convertible;370.29
35866;Limousine;522.76
35867;Sunburst;317.39
35868;Turbo Firefly;261.38
35869;SSC;555.44
35870;XT;386.39
35871;XT 4WD;386.39
35872;Impala/Caprice;467.74
35873;Celica;403.95
35874;Corolla;317.39
35875;Tercel;269.3
35876;4000s quattro;493.72
35877;535i;555.44
35878;Skyhawk;355.48
35879;Skylark;370.29
35880;LeBaron;423.19
35881;Sentra;317.39
35882;Sentra;329.15
35883;Shadow;467.74
35884;Shadow;370.29
35885;Grand Marquis;522.76
35886;Summit;317.39
35887;Summit;386.39
35888;Escort;277.72
35889;Escort;329.15
35890;Escort;355.48
35891;Probe;370.29
35892;Tempo;423.19
35893;XR4Ti;467.74
35894;323;370.29
35895;Delta 88 Royale;522.76
35896;260E;467.74
35897;300SE;555.44
35898;Sigma;493.72
35899;405 Sedan;444.35
35900;505 Sedan;493.72
35901;Delta 88 Royale;484.76
35902;Sundance;403.95
35903;Sundance;423.19
35904;Grand Am;403.95
35905;Grand Am;370.29
35906;Ninety-Eight Regency;467.74
35907;Lemans;306.45
35908;Lemans;403.95
35909;Sunbird;444.35
35910;Ninety-Eight Regency;467.74
35911;Sunbird;403.95
35912;900;423.19
35913;Ninety-Eight Regency;442.61
35914;Cressida;467.74
35915;Golf;299.41
35916;Jetta;299.41
35917;240 DL/240 GL;467.74
35918;240 DL/240 GL;467.74
35919;Grand Prix Turbo;522.76
35920;200;493.72
35921;735i;555.44
35922;735il;592.47
35923;735il;555.44
35924;Regal;423.19
35925;Regal;444.35
35926;Celebrity;423.19
35927;3 Series;386.39
35928;Skyhawk Wagon;370.29
35929;Lancer;467.74
35930;Lancer;423.19
35931;Spirit;423.19
35932;Medallion Sedan;423.19
35933;Taurus;444.35
35934;Thunderbird;522.76
35935;Thunderbird;493.72
35936;Sable;444.35
35937;Cavalier Wagon;370.29
35938;Cutlass Supreme;444.35
35939;Caravelle;403.95
35940;Reliant;355.48
35941;Grand Prix;444.35
35942;6000;386.39
35943;740;493.72
35944;Fleetwood/DeVille;493.72
35945;New Yorker Fifth Avenue/Imperial;467.74
35946;Continental;493.72
35947;9000;467.74
35948;Colt Vista;403.95
35949;Sentra Wagon;355.48
35950;Colt Wagon;355.48
35951;Civic Wagon;306.45
35952;Tracer Wagon;370.29
35953;Colt Wagon;355.48
35954;Escort Wagon;329.15
35955;Wagon 4WD Turbo;444.35
35956;Wagon 4WD Turbo;423.19
35957;100 Wagon;467.74
35958;Century Wagon;370.29
35959;Taurus Wagon;444.35
35960;240 DL/240 GL Wagon;493.72
35961;740 Wagon;444.35
35962;740 Wagon;467.74
35963;740 Wagon;444.35
35964;740 Wagon;423.19
35965;Escort Wagon;329.15
35966;S10 Pickup 2WD;423.19
35967;S10 Pickup 2WD;403.95
35968;Truck 2WD;493.72
35969;Ranger Pickup 2WD;403.95
35970;Civic Wagon;370.29
35971;S15 Pickup 2WD;493.72
35972;Pickup 2WD;467.74
35973;Truck 2WD;386.39
35974;Civic Wagon;317.39
35975;B2200/B2600;444.35
35976;C1500 Pickup 2WD;592.47
35977;C2500 Pickup 2WD;592.47
35978;C2500 Pickup 2WD;740.58
35979;C2500 Pickup 2WD;634.79
35980;Dakota Pickup 2WD;444.35
35981;D100/D150 Pickup 2WD;634.79
35982;D100/D150 Pickup 2WD;683.62
35983;Lynx Wagon;355.48
35984;D100/D150 Pickup 2WD;634.79
35985;Lynx Wagon;277.72
35986;Comanche Pickup 2WD;444.35
35987;Comanche Pickup 2WD;467.74
35988;Comanche Pickup 2WD;522.76
35989;F150 Pickup 2WD;634.79
35990;F250 Pickup 2WD;634.79
35991;Sierra 1500 2WD;592.47
35992;Sierra 1500 2WD;522.76
35993;GLC Wagon;444.35
35994;Sierra 1500 2WD;592.47
35995;C2500 Sierra 2WD;592.47
35996;C2500 Sierra 2WD;740.58
35997;C2500 Sierra 2WD;592.47
35998;C2500 Sierra 2WD;592.47
35999;C2500 Sierra 2WD;683.62
36000;C2500 Sierra 2WD;535.79
36001;K1500 Pickup 4WD;555.44
36002;K1500 Pickup 4WD;634.79
36003;Space Wagon;403.95
36004;K2500 Pickup 4WD;740.58
36005;Firenza Cruiser Wagon;341.81
36006;Truck 4WD;634.79
36007;Dakota Pickup 4WD;634.79
36008;W100/W150 Pickup 4WD;683.62
36009;W250 Pickup 4WD;807.91
36010;W250 Pickup 4WD;888.7
36011;Firenza Cruiser Wagon;341.81
36012;Comanche Pickup 4WD;522.76
36013;F150 Pickup 4WD;683.62
36014;Sierra 1500 4WD;592.47
36015;Sierra 1500 4WD;683.62
36016;Sierra 1500 4WD;636.25
36017;K2500 Sierra 4WD;634.79
36018;S15 Pickup 4WD;522.76
36019;Truck 4WD;522.76
36020;Astro 2WD (cargo);467.74
36021;B150/B250 Van 2WD;634.79
36022;B150/B250 Van 2WD;740.58
36023;B350 Van 2WD;740.58
36024;E250 Econoline 2WD;634.79
36025;E250 Econoline 2WD;807.91
36026;G15/25 Vandura 2WD;555.44
36027;G15/25 Vandura 2WD;740.58
36028;G15/25 Vandura 2WD;592.47
36029;G15/25 Vandura 2WD;535.79
36030;Safari 2WD (cargo);467.74
36031;Van 2WD (cargo);444.35
36032;Van 2WD (cargo);444.35
36033;Astro 2WD (passenger);493.72
36034;G10/20 Sport Van 2WD;592.47
36035;G10/20 Sport Van 2WD;634.79
36036;G10/20 Sport Van 2WD;634.79
36037;G30 Sport Van 2WD;740.58
36038;B150/B250 Wagon 2WD;683.62
36039;B150/B250 Wagon 2WD;683.62
36040;Tercel Wagon 2WD;341.81
36041;R1500 Suburban 2WD;598.82
36042;Cherokee 2WD;467.74
36043;Cherokee 2WD;522.76
36044;R1500 Suburban 2WD;634.79
36045;R1500 Suburban 2WD;598.82
36046;MPV;467.74
36047;MPV;467.74
36048;Voyager/Grand Voyager 2WD;493.72
36049;Blazer V1500 4WD;683.62
36050;Suburban V1500 4WD;740.58
36051;Camaro;467.74
36052;Suburban V1500 4WD;636.25
36053;Pathfinder 4WD;555.44
36054;AW100/AW150 Ramcharger 4WD;807.91
36055;Raider;592.47
36056;Grand Wagoneer 4WD;807.91
36057;Wrangler 4WD;555.44
36058;Bronco 4WD;634.79
36059;Tracker Convertible 4WD;355.48
36060;S15 Jimmy 4WD;493.72
36061;Century Wagon;403.95
36062;Century Wagon;522.76
36063;Trooper;592.47
36064;Range Rover;740.58
36065;Colt Wagon 4WD;386.39
36066;Sidekick Convertible 4WD;355.48
36067;4Runner 4WD;555.44
36068;Dakota Cab Chassis 2WD;683.62
36069;Reatta;467.74
36070;Corvette;522.76
36071;Corvette;522.76
36072;TC By Convertible;493.72
36073;300ZX;493.72
36074;Series 1;467.74
36075;Celebrity Wagon;493.72
36076;Civic CRX HF;227.87
36077;MX-5 Miata;386.39
36078;Celica Convertible;386.39
36079;80 quattro;467.74
36080;90;493.72
36081;325i Convertible;493.72
36082;325i/325is;493.72
36083;325ix;493.72
36084;Camaro;493.72
36085;Town and Country Wagon;467.74
36086;Sprint;216.76
36087;Turbo Sprint;261.38
36088;LeBaron Convertible;444.35
36089;Charade;261.38
36090;Pulsar NX;370.29
36091;Sentra;355.48
36092;Aries Wagon;355.48
36093;Colt;386.39
36094;Mustang;386.39
36095;Metro LSI;222.18
36096;Prizm;329.15
36097;190E 2.6;493.72
36098;Eclipse;423.19
36099;Eclipse;403.95
36100;Mirage;355.48
36101;Mirage;386.39
36102;Mirage;386.39
36103;Colt;386.39
36104;Laser;403.95
36105;Firebird/Trans Am;467.74
36106;Firebird/Trans Am;493.72
36107;Firebird/Trans Am;493.72
36108;Cutlass Cruiser Wagon;522.76
36109;Firefly;269.3
36110;Firefly;216.76
36111;Sunbird Convertible;403.95
36112;Turbo Firefly;261.38
36113;900 Convertible;522.76
36114;XT 4WD;403.95
36115;Swift;317.39
36116;Swift;246.86
36117;Swift GT;370.29
36118;Celica;403.95
36119;Corolla;386.39
36120;Corolla;355.48
36121;Corolla;403.95
36122;Tercel;329.15
36123;Tercel;306.45
36124;Tercel;317.39
36125;Corrado;423.19
36126;Fox;370.29
36127;827;493.72
36128;525i;493.72
36129;Skylark;386.39
36130;Cavalier;444.35
36131;LeBaron;423.19
36132;Shadow;423.19
36133;Shadow;370.29
36134;Shadow;423.19
36135;Summit;355.48
36136;Summit;329.15
36137;Probe;370.29
36138;Probe;467.74
36139;XJ6;522.76
36140;ES 250;467.74
36141;Topaz;423.19
36142;Topaz;370.29
36143;323/323 Protege;355.48
36144;323/323 Protege;423.19
36145;Galant;444.35
36146;Sundance;467.74
36147;Grand Am;386.39
36148;Lemans;341.81
36149;Lemans;296.23
36150;Lemans;355.48
36151;Sunbird;370.29
36152;Sunbird;403.95
36153;900;403.95
36154;Legacy 4WD;444.35
36155;Camry;467.74
36156;240 DL/GL/turbo Wagon;522.76
36157;Jetta;386.39
36158;240 DL/GL/turbo Wagon;522.76
36159;Grand Prix Turbo;493.72
36160;100;493.72
36161;240 DL/GL/turbo Wagon;444.35
